08-slytherin-industry,00-avengers-company_business,04-iGMM-company_business
"['investments', 'asset management']","['healthcare', 'pharmaceutical', 'cannabis']","['basic materials', 'mining', 'metals']"
"['consumer cyclical', 'retail', 'automobile', 'automobile dealers']","['energy', 'oil and gas']","['industries', 'infrastructure', 'engineering products']"
"['healthcare', 'medical equipment']",logistics,"['consumer cyclical', 'retail', 'automobile']"
"['industries', 'infrastructure', 'engineering products', 'engineering services', 'construction']","['healthcare', 'biotechnology']","['financial services', 'investments', 'stock markets, trading, capital markets']"
"['healthcare', 'pharmaceutical', 'cannabis']","['healthcare', 'health care diagnostics']","['investments', 'asset management']"
"['basic materials', 'chemicals']","['basic materials', 'mining', 'metals', 'precious metals', 'silver mining']","['communication services', 'gaming']"
"['utilities', 'electric utilities', 'renewable energy']","['industries', 'technology']","['utilities', 'electric utilities', 'renewable energy']"
"['online food delivery', 'internet or mobile app based business', 'food service', 'technology']","['healthcare', 'hospitals', 'pharmacy', 'healthcare service']","['non-alcoholic beverages', 'beverages', 'dairy products']"
"['communication services', 'gaming']","['non-alcoholic beverages', 'beverages', 'dairy products', 'fmcg', 'package foods', 'food products']","['healthcare', 'hospitals', 'pharmacy']"
"['healthcare', 'hospitals', 'pharmacy', 'healthcare service']","['utilities', 'electric utilities', 'renewable energy']","['industries', 'technology']"
"['industries', 'technology']","['communication services', 'gaming']","['basic materials', 'chemicals']"
"['utilities', 'gas utilities']","['investments', 'asset management']","['industries', 'industry machinery', 'electrical products']"
"['technology', 'electronics', 'sensors', 'technology hardware and instruments', 'capital goods']","['financial services', 'investments', 'stock markets, trading, capital markets']","['online food delivery', 'internet or mobile app based business', 'food service']"
"['non-alcoholic beverages', 'beverages', 'dairy products', 'fmcg', 'package foods', 'food products']","['consumer cyclical', 'retail', 'automobile', 'automobile dealers']","['technology', 'electronics', 'sensors']"
"['industries', 'industry machinery', 'electrical products', 'engineering products']","['industries', 'infrastructure', 'engineering products', 'engineering services', 'construction']","['utilities', 'gas utilities']"
"['technology', 'semiconductors']","['basic materials', 'chemicals']","['technology', 'software and it', 'software products']"
"['industries', 'metal fabrication products']","['technology', 'semiconductors']","['technology', 'semiconductors', 'processors / chips']"
"['technology', 'semiconductors', 'processors / chips']","['financial services', 'banking services']","['industries', 'metal fabrication products']"
"['financial services', 'banking services']","['industries', 'metal fabrication products']","['financial services', 'banking services']"
"['technology', 'software and it', 'software products', 'software and it infrastructure', 'security systems and solutions']","['technology', 'semiconductors', 'processors / chips']","['technology', 'semiconductors']"
"['industries', 'aerospace and defense']","['technology', 'software and it', 'software products', 'software and it infrastructure', 'security systems and solutions']","['consumer defensive', 'fmcg', 'food products']"
"['consumer cyclical', 'apparels and accessories', 'fashion and luxury goods', 'luxury goods']","['utilities', 'gas utilities']","['technology', 'software and it']"
"['financial services', 'insurance']","['technology', 'electronics', 'sensors', 'technology hardware and instruments', 'capital goods']","['financial services', 'insurance']"
"['technology', 'software and it']","['online food delivery', 'internet or mobile app based business', 'food service', 'technology']","['industries', 'aerospace and defense']"
"['consumer defensive', 'fmcg', 'food products', 'consumer non durables', 'package foods']","['industries', 'industry machinery', 'electrical products', 'engineering products']","['consumer cyclical', 'apparels and accessories', 'fashion and luxury goods']"
"['technology', 'semiconductors']","['consumer defensive', 'fmcg', 'food products', 'consumer non durables', 'package foods']","['digital payment solution services', 'technology', 'software and it']"
"['industries', 'infrastructure', 'engineering products', 'engineering services', 'construction']","['technology', 'semiconductors']","['healthcare', 'medical equipment']"
"['consumer cyclical', 'consumer durables', 'packaging']","['real estate', 'hotels', 'consumer services', 'resorts', 'property investments']","['consumer cyclical', 'consumer durables', 'packaging']"
"['healthcare', 'medical equipment']","['consumer cyclical', 'consumer durables', 'packaging']","['real estate', 'hotels', 'consumer services']"
"['technology', 'technology hardware and instruments', 'security systems and solutions']","['healthcare', 'medical equipment']","['technology', 'semiconductors']"
"['digital payment solution services', 'technology', 'software and it', 'software and it infrastructure']","['digital payment solution services', 'technology', 'software and it', 'software and it infrastructure']","['consumer cyclical', 'luxury goods', 'watches']"
"['consumer cyclical', 'luxury goods', 'watches', 'jewellery']","['consumer cyclical', 'apparels and accessories', 'fashion and luxury goods', 'luxury goods']","['analytics', 'software and it', 'technology']"
"['real estate', 'hotels', 'consumer services', 'resorts', 'property investments']","['industries', 'aerospace and defense']","['industries', 'infrastructure', 'engineering products']"
"['industries', 'infrastructure']","['financial services', 'insurance']","['technology', 'technology hardware and instruments', 'security systems and solutions']"
"['analytics', 'software and it', 'technology']","['technology', 'software and it']","['industries', 'infrastructure']"
"['basic materials', 'chemicals']","['consumer cyclical', 'luxury goods', 'watches', 'jewellery']","['financial services', 'banking services']"
"['consumer cyclical', 'automobile', 'automobile parts', 'metal fabrication products', 'engineering products']","['industries', 'capital goods', 'machinery manufacturing', 'manufacturing']","['communication services', 'telecom']"
"['communication services', 'telecom']","['utilities', 'electric utilities']","['consumer cyclical', 'automobile', 'automobile parts']"
"['financial services', 'banking services']","['consumer cyclical', 'automobile', 'automobile parts', 'metal fabrication products', 'engineering products']","['utilities', 'electric utilities']"
"['technology', 'solar power devices', 'power equipment']","['communication services', 'telecom']","['industries', 'capital goods', 'machinery manufacturing']"
"['consumer defensive', 'food products', 'fmcg', 'package foods']","['financial services', 'banking services']","['consumer defensive', 'food products', 'fmcg']"
"['industries', 'rent / lease services']","['industries', 'infrastructure']","['basic materials', 'chemicals']"
"['utilities', 'electric utilities']","['technology', 'technology hardware and instruments', 'security systems and solutions']","['utilities', 'electric utilities', 'renewable energy']"
"['utilities', 'electric utilities', 'renewable energy']","['industries', 'infrastructure', 'engineering products', 'engineering services', 'construction']","['industries', 'rent / lease services']"
